Acessando Banco de Dados de Materiais ... :) 

Criando Conjunto de Dados ... :) 

Iteration 1, loss = 79020348137923536.00000000
Iteration 1254, loss = 3878292988492061.00000000
Iteration 1255, loss = 3857038919367522.50000000
Iteration 1256, loss = 3880873432217678.50000000
Iteration 1257, loss = 3882567348309957.50000000
Iteration 1258, loss = 3848067217494874.00000000
Iteration 1259, loss = 3848532287629271.50000000
Iteration 1260, loss = 3873404371837690.50000000
Iteration 1261, loss = 3839297202875805.50000000
Iteration 1262, loss = 3863648953867106.50000000
Iteration 1263, loss = 3841457753191886.50000000
Iteration 1264, loss = 3800307343039347.50000000
Iteration 1265, loss = 3823633729042039.50000000
Iteration 1266, loss = 3804216203788223.50000000
Iteration 1267, loss = 3820351469327582.50000000
Iteration 1268, loss = 3795117825570592.00000000
Iteration 1269, loss = 3808010501124894.00000000
Iteration 1270, loss = 3815969800107247.50000000
Iteration 1271, loss = 3774141893820521.50000000
Iteration 1272, loss = 3823425686539754.00000000
Iteration 1273, loss = 3801270746155338.50000000
Iteration 1274, loss = 3804315537242070.50000000
Iteration 1275, loss = 3763873120616049.00000000
Iteration 1276, loss = 3769967306589613.50000000
Iteration 1277, loss = 3786364162023133.50000000
Iteration 1278, loss = 3760364232013204.00000000
Iteration 1279, loss = 3748055294932639.50000000
Iteration 1280, loss = 3744486971237745.50000000
Iteration 1281, loss = 3772469127276882.50000000
Iteration 1282, loss = 3768977338466671.00000000
Iteration 1283, loss = 3738015154389863.00000000
Iteration 1284, loss = 3731163329428286.50000000
Iteration 1285, loss = 3727668600757772.50000000
Iteration 1286, loss = 3741775400316157.50000000
Iteration 1287, loss = 3709002247539486.50000000
Iteration 1288, loss = 3708958100511226.00000000
Iteration 1289, loss = 3707562284614859.00000000
Iteration 1290, loss = 3702230237450297.50000000
Iteration 1291, loss = 3703625982401381.50000000
Iteration 1292, loss = 3701234644526677.50000000
Iteration 1293, loss = 3685491224764265.50000000
Iteration 1294, loss = 3708757909715838.50000000
Iteration 1295, loss = 3695940264162757.00000000
Iteration 1296, loss = 3697105208524763.00000000
Iteration 1297, loss = 3664352691175282.00000000
Iteration 1298, loss = 3724997043493971.50000000
Iteration 1299, loss = 3653796200561435.00000000
Iteration 1300, loss = 3711261638216182.50000000
Iteration 1301, loss = 3647350341138372.00000000
Iteration 1302, loss = 3645325249397120.00000000
Iteration 1303, loss = 3649450523365722.50000000
Iteration 1304, loss = 3639587370912212.50000000
Iteration 1305, loss = 3649307762884502.50000000
Iteration 1306, loss = 3629859726615890.50000000
Iteration 1307, loss = 3660555114517206.50000000
Iteration 1308, loss = 3653144077382473.00000000
Iteration 1309, loss = 3651440983596692.00000000
Iteration 1310, loss = 3630526754550093.00000000
Iteration 1311, loss = 3612669974274283.50000000
Iteration 1312, loss = 3627464636507810.50000000
Iteration 1313, loss = 3587966654660460.00000000
Iteration 1314, loss = 3612717003061274.00000000
Iteration 1315, loss = 3613867758366418.00000000
Iteration 1316, loss = 3586253588461750.50000000
Iteration 1317, loss = 3585462435848492.00000000
Iteration 1318, loss = 3633522301813386.00000000
Iteration 1319, loss = 3573789437367473.50000000
Iteration 1320, loss = 3583642742759672.00000000
Iteration 1321, loss = 3605902737995362.50000000
Iteration 1322, loss = 3619049692603114.00000000
Iteration 1323, loss = 3569087046152006.00000000
Iteration 1324, loss = 3580770251209163.00000000
Iteration 1325, loss = 3557463061178852.50000000
Iteration 1326, loss = 3557054188274901.00000000
Iteration 1327, loss = 3550656826015597.50000000
Iteration 1328, loss = 3517802247346378.50000000
Iteration 1329, loss = 3527376980138844.50000000
Iteration 1330, loss = 3559514090993619.00000000
Iteration 1331, loss = 3536839437563475.50000000
Iteration 1332, loss = 3525111833575705.50000000
Iteration 1333, loss = 3510068302545040.00000000
Iteration 1334, loss = 3523613477498439.50000000
Iteration 1335, loss = 3522894757179494.00000000
Iteration 1336, loss = 3511566907807750.50000000
Iteration 1337, loss = 3513751753240387.00000000
Iteration 1338, loss = 3509100454556697.00000000
Iteration 1339, loss = 3487812440905918.00000000
Iteration 1340, loss = 3496956049062123.50000000
Iteration 1341, loss = 3526057381769072.50000000
Iteration 1342, loss = 3493286539915688.00000000
Iteration 1343, loss = 3500742464484312.00000000
Iteration 1344, loss = 3487079035195837.50000000
Iteration 1345, loss = 3480925000345946.00000000
Iteration 1346, loss = 3522029792582390.00000000
Iteration 1347, loss = 3462726072410726.00000000
Iteration 1348, loss = 3450492529751483.50000000
Iteration 1349, loss = 3475669912591631.00000000
Iteration 1350, loss = 3463568260612542.00000000
Iteration 1351, loss = 3465297135345934.50000000
Iteration 1352, loss = 3443607113502980.00000000
Iteration 1353, loss = 3454577944701569.50000000
Iteration 1354, loss = 3446710525635029.00000000
Iteration 1355, loss = 3446025365053138.00000000
Iteration 1356, loss = 3434063316272021.50000000
Iteration 1357, loss = 3411692005166198.00000000
Iteration 1358, loss = 3460773352463644.50000000
Iteration 1359, loss = 3428994297006488.50000000
Iteration 1360, loss = 3448623751623861.00000000
Iteration 1361, loss = 3443434825376573.00000000
Iteration 1362, loss = 3399442003843449.50000000
Iteration 1363, loss = 3442770397999202.50000000
Iteration 1364, loss = 3411367862373704.00000000
Iteration 1365, loss = 3397974981232029.00000000
Iteration 1366, loss = 3404990754764241.50000000
Iteration 1367, loss = 3411986687250792.50000000
Iteration 1368, loss = 3393967000252402.00000000
Iteration 1369, loss = 3403720379415919.00000000
Iteration 1370, loss = 3418909529567516.50000000
Iteration 1371, loss = 3406265871319746.50000000
Iteration 1372, loss = 3411870274806878.00000000
Iteration 1373, loss = 3391328360343895.50000000
Iteration 1374, loss = 3361526651256236.00000000
Iteration 1375, loss = 3362208175199722.00000000
Iteration 1376, loss = 3424019157620542.50000000
Iteration 1377, loss = 3360521394163837.00000000
Iteration 1378, loss = 3354355376453293.00000000
Iteration 1379, loss = 3357716889429728.50000000
Iteration 1380, loss = 3354966537661306.50000000
Iteration 1381, loss = 3322927546749699.50000000
Iteration 1382, loss = 3344963002871921.00000000
Iteration 1383, loss = 3366608069492911.00000000
Iteration 1384, loss = 3383022400750222.50000000
Iteration 1385, loss = 3355997222113704.00000000
Iteration 1386, loss = 3352030271106461.00000000
Iteration 1387, loss = 3329638256858859.00000000
Iteration 1388, loss = 3340982386897194.50000000
Iteration 1389, loss = 3343561379425269.50000000
Iteration 1390, loss = 3343027139795847.00000000
Iteration 1391, loss = 3376877729158497.00000000
Iteration 1392, loss = 3307852551997796.00000000
Iteration 1393, loss = 3313264389760285.00000000
Iteration 1394, loss = 3345746775625125.00000000
Iteration 1395, loss = 3312314025870149.50000000
Iteration 1396, loss = 3290650457381340.00000000
Iteration 1397, loss = 3286654227627271.00000000
Iteration 1398, loss = 3319382374935436.50000000
Iteration 1399, loss = 3280228075080062.00000000
Iteration 1400, loss = 3330864118028059.50000000
Iteration 1401, loss = 3306843330940989.50000000
Iteration 1402, loss = 3266855630747818.50000000
Iteration 1403, loss = 3263043959148432.50000000
Iteration 1404, loss = 3318208175936695.00000000
Iteration 1405, loss = 3273652939056578.00000000
Iteration 1406, loss = 3289540099344025.50000000
Iteration 1407, loss = 3256584895592143.50000000
Iteration 1408, loss = 3233101613436947.50000000
Iteration 1409, loss = 3258719773139023.00000000
Iteration 1410, loss = 3280424457329593.50000000
Iteration 1411, loss = 3257101576516625.00000000
Iteration 1412, loss = 3235365699082956.50000000
Iteration 1413, loss = 3276439345295843.00000000
Iteration 1414, loss = 3260295479311813.50000000
Iteration 1415, loss = 3232192194856872.50000000
Iteration 1416, loss = 3225049507057776.50000000
Iteration 1417, loss = 3235129040506867.00000000
Iteration 1418, loss = 3246429278187326.00000000
Iteration 1419, loss = 3241942366341558.00000000
Iteration 1420, loss = 3240774262183983.50000000
Iteration 1421, loss = 3234237723115041.00000000
Iteration 1422, loss = 3216819401840625.50000000
Iteration 1423, loss = 3197943932431259.50000000
Iteration 1424, loss = 3213833227891930.50000000
Iteration 1425, loss = 3210350038416564.50000000
Iteration 1426, loss = 3214633237797052.50000000
Iteration 1427, loss = 3192137890675055.50000000
Iteration 1428, loss = 3205898124026459.00000000
Iteration 1429, loss = 3208551925942757.00000000
Iteration 1430, loss = 3178704465897256.50000000
Iteration 1431, loss = 3197558821826394.50000000
Iteration 1432, loss = 3195008652996505.00000000
Iteration 1433, loss = 3205267996000285.00000000
Iteration 1434, loss = 3188048924950071.50000000
Iteration 1435, loss = 3224473624681885.50000000
Iteration 1436, loss = 3206275564589708.00000000
Iteration 1437, loss = 3180986215088741.00000000
Iteration 1438, loss = 3177353056449508.50000000
Iteration 1439, loss = 3173087017390443.00000000
Iteration 1440, loss = 3148610720115913.50000000
Iteration 1441, loss = 3170735458202401.00000000
Iteration 1442, loss = 3170850790824300.50000000
Iteration 1443, loss = 3169023285722885.50000000
Iteration 1444, loss = 3183192646735881.00000000
Iteration 1445, loss = 3149722768379409.00000000
Iteration 1446, loss = 3137843452737663.50000000
Iteration 1447, loss = 3142841018626800.00000000
Iteration 1448, loss = 3146887515809992.00000000
Iteration 1449, loss = 3139819373627932.00000000
Iteration 1450, loss = 3142948002414620.00000000
Iteration 1451, loss = 3147754358819391.50000000
Iteration 1452, loss = 3148128020311208.00000000
Iteration 1453, loss = 3128021407475977.00000000
Iteration 1454, loss = 3118907074570394.00000000
Iteration 1455, loss = 3162737097560937.00000000
Iteration 1456, loss = 3156546848801753.00000000
Iteration 1457, loss = 3123015070162046.50000000
Iteration 1458, loss = 3103402966753944.50000000
Iteration 1459, loss = 3140291257425674.00000000
Iteration 1460, loss = 3104944107450671.50000000
Iteration 1461, loss = 3114848909434731.00000000
Iteration 1462, loss = 3154838492087520.00000000
Iteration 1463, loss = 3093040339152332.50000000
Iteration 1464, loss = 3089624283894009.50000000
Iteration 1465, loss = 3102863847581980.00000000
Iteration 1466, loss = 3101217180892125.50000000
Iteration 1467, loss = 3100766346240425.00000000
Iteration 1468, loss = 3101259716978756.50000000
Iteration 1469, loss = 3102244763947426.00000000
Iteration 1470, loss = 3089827780022149.00000000
Iteration 1471, loss = 3119230874110019.50000000
Iteration 1472, loss = 3088770080582543.00000000
Iteration 1473, loss = 3138835377391673.50000000
Iteration 1474, loss = 3097648653571315.00000000
Iteration 1475, loss = 3141526558196114.50000000
Iteration 1476, loss = 3100320519161594.00000000
Iteration 1477, loss = 3083113054676857.50000000
Iteration 1478, loss = 3086168289721777.50000000
Iteration 1479, loss = 3077721295931210.50000000
Iteration 1480, loss = 3065383640425433.50000000
Iteration 1481, loss = 3055548812275454.00000000
Iteration 1482, loss = 3099988343478195.50000000
Iteration 1483, loss = 3101710876801270.50000000
Iteration 1484, loss = 3039327612297893.00000000
Iteration 1485, loss = 3042599030158708.00000000
Iteration 1486, loss = 3059098864503028.00000000
Iteration 1487, loss = 3037421979807504.50000000
Iteration 1488, loss = 3050063529206755.00000000
Iteration 1489, loss = 3050220832878840.00000000
Iteration 1490, loss = 3053929068212426.50000000
Iteration 1491, loss = 3055940698048148.00000000
Iteration 1492, loss = 3019162247088884.50000000
Iteration 1493, loss = 3097119898467178.50000000
Iteration 1494, loss = 3036828658783665.50000000
Iteration 1495, loss = 3029100859088225.50000000
Iteration 1496, loss = 3021057777906128.00000000
Iteration 1497, loss = 3032673089684943.00000000
Iteration 1498, loss = 3022843646890925.50000000
Iteration 1499, loss = 3042162999248055.00000000
Iteration 1500, loss = 3012923200070232.50000000
Iteration 1501, loss = 3064837134907785.00000000
Iteration 1502, loss = 3006878737792113.00000000
Iteration 1503, loss = 3010765749860255.50000000
Iteration 1504, loss = 3026193573530326.00000000
Iteration 1505, loss = 3017395999856358.00000000
Iteration 1506, loss = 3005097237882501.50000000
Iteration 1507, loss = 3020711613912453.00000000
Iteration 1508, loss = 3013595144719398.50000000
Iteration 1509, loss = 2984644279047581.00000000
Iteration 1510, loss = 3014323894772056.50000000
Iteration 1511, loss = 3029778717381587.50000000
Iteration 1512, loss = 3010312419422248.00000000
Iteration 1513, loss = 3013948922533761.50000000
Iteration 1514, loss = 2992920357075993.50000000
Iteration 1515, loss = 2983207892980793.00000000
Iteration 1516, loss = 2986173530201967.00000000
Iteration 1517, loss = 2981412116127449.50000000
Iteration 1518, loss = 2997781345408031.50000000
Iteration 1519, loss = 3010001406164031.00000000
Iteration 1520, loss = 3000112139083400.50000000
Iteration 1521, loss = 2977538747510147.50000000
Iteration 1522, loss = 2978330106489766.00000000
Iteration 1523, loss = 2978114821830441.00000000
Iteration 1524, loss = 2988278042056892.50000000
Iteration 1525, loss = 2954756493288127.50000000
Iteration 1526, loss = 2927958405357799.50000000
Iteration 1527, loss = 2945282012576140.50000000
Iteration 1528, loss = 2999404860166837.50000000
Iteration 1529, loss = 2939214912069005.00000000
Iteration 1530, loss = 2982285622001819.00000000
Iteration 1531, loss = 2973690063765228.00000000
Iteration 1532, loss = 2961235809609389.50000000
Iteration 1533, loss = 2982979803567308.50000000
Iteration 1534, loss = 2954201325382681.00000000
Iteration 1535, loss = 2934602590214409.50000000
Iteration 1536, loss = 2953647076436323.50000000
Iteration 1537, loss = 2955902465247019.00000000
Training loss did not improve more than tol=0.000001 for 10 consecutive epochs. Stopping.
O Score obtido pelo Rede Neural é de : 0.5718378352570045

